member,belief
272710,0.568917944271
10060,0.568917944271
909560,0.568917944271
740845,0.910961199243
329364,0.568917944271
179549,0.568917944271
678384,0.568917944271
228750,0.568917944271
874024,0.568917944271
273810,0.568917944271
350300,0.568917944271
75277,0.568917944271
954411,0.568917944271
102868,0.568917944271
421603,0.568917944271
427569,0.568917944271
400341,0.568917944271
456995,0.568917944271
120906,0.770128537255
719673,0.568917944271
148506,0.910961199243
540160,0.568917944271
379609,0.568917944271
643184,0.568917944271
361443,0.568917944271
815762,0.568917944271
775723,0.568917944271
725478,0.770128537255
150376,0.568917944271
833734,0.568917944271
17276,0.568917944271
505825,0.568917944271
693801,0.770128537255
274204,0.568917944271
60789,0.568917944271
189057,0.568917944271
806379,0.568917944271
505602,0.568917944271
292927,0.568917944271
77735,0.770128537255
113345,0.568917944271
621117,0.568917944271
163425,0.770128537255
430999,0.568917944271
723595,0.568917944271
964245,0.568917944271
153400,0.568917944271
511438,0.568917944271
464244,0.770128537255
343195,0.568917944271
710298,0.568917944271
89798,0.568917944271
784206,0.568917944271
991811,0.568917944271
905934,0.568917944271
834583,0.868327109352
956428,0.568917944271
516334,0.568917944271
275078,0.568917944271
990456,0.568917944271
825037,0.568917944271
402356,0.568917944271
496051,0.568917944271
307461,0.568917944271
353266,0.770128537255
132293,0.568917944271
494821,0.568917944271
314155,0.568917944271
116920,0.770128537255
662996,0.868327109352
172828,0.568917944271
581701,0.568917944271
316081,0.568917944271
646084,0.568917944271
964750,0.568917944271
938091,0.868327109352
788657,0.568917944271
412807,0.568917944271
537080,0.770128537255
