346224,0
5046,0
309380,0
793106,0
574332,0
995187,0
796956,0
442078,0
662402,0
846898,0
89613,0
466515,0
320877,0
795801,0
705378,0
304386,0
702143,0
789845,0
461283,0
91384,0
347158,0
692889,0
339629,0
120924,0
717991,0
93628,0
582072,0
861897,0
644113,0
517081,0
431033,0
292097,0
499915,0
339304,0
698071,0
469085,0
102493,0
882130,0
910,0
308426,0
974837,0
807077,0
177342,0
792890,0
92914,0
350978,0
881114,0
411308,0
933835,0
151081,0
45997,0
763423,0
431318,0
69861,0
964397,0
888164,0
673840,0
97174,0
136240,0
675927,0
607037,0
541552,0
117215,0
386806,0
626849,0
990451,0
305202,0
967207,0
3035,0
17852,0
721004,0
595123,0
119894,0
112209,0
33430,0
842425,0
119582,0
36612,0
706804,0
387372,0
936407,0
998457,0
967234,0
534440,0
127986,0
